AFJOPNBF_00001,0
AFJOPNBF_00002,0
AFJOPNBF_00003,0
AFJOPNBF_00004,0
AFJOPNBF_00005,0
AFJOPNBF_00006,0
AFJOPNBF_00007,0
AFJOPNBF_00008,0
AFJOPNBF_00009,0
AFJOPNBF_00010,0
AFJOPNBF_00011,0
AFJOPNBF_00012,0
AFJOPNBF_00013,0
AFJOPNBF_00014,0
AFJOPNBF_00015,0
AFJOPNBF_00016,0
AFJOPNBF_00017,0
AFJOPNBF_00018,0
AFJOPNBF_00019,0
AFJOPNBF_00020,0
AFJOPNBF_00021,0
AFJOPNBF_00022,0
AFJOPNBF_00023,0
AFJOPNBF_00024,0
AFJOPNBF_00025,0
AFJOPNBF_00026,0
AFJOPNBF_00027,0
AFJOPNBF_00028,0
AFJOPNBF_00029,0
AFJOPNBF_00030,0
AFJOPNBF_00031,0
AFJOPNBF_00032,0
AFJOPNBF_00033,0
AFJOPNBF_00034,0
AFJOPNBF_00035,1.24289
AFJOPNBF_00036,0
AFJOPNBF_00037,1.82028
AFJOPNBF_00038,0
AFJOPNBF_00039,0.051426
AFJOPNBF_00040,0.0342719
AFJOPNBF_00041,0
AFJOPNBF_00042,0
AFJOPNBF_00043,0
AFJOPNBF_00044,0
AFJOPNBF_00045,0
AFJOPNBF_00046,0
AFJOPNBF_00047,0
AFJOPNBF_00048,0
AFJOPNBF_00049,0
AFJOPNBF_00050,0.038164
AFJOPNBF_00051,0.0388378
AFJOPNBF_00052,0
AFJOPNBF_00053,0
AFJOPNBF_00054,0
AFJOPNBF_00055,0
AFJOPNBF_00056,0.0248418
AFJOPNBF_00057,0.0392155
AFJOPNBF_00058,0
AFJOPNBF_00059,0.12939
AFJOPNBF_00060,0
AFJOPNBF_00061,0
AFJOPNBF_00062,0
AFJOPNBF_00063,0
AFJOPNBF_00064,0
AFJOPNBF_00065,0
AFJOPNBF_00066,0
AFJOPNBF_00067,0
AFJOPNBF_00068,0
AFJOPNBF_00069,0
AFJOPNBF_00070,0
AFJOPNBF_00071,0
AFJOPNBF_00072,0.0802852
AFJOPNBF_00073,0
AFJOPNBF_00074,0
AFJOPNBF_00075,0
AFJOPNBF_00076,0
AFJOPNBF_00077,0
AFJOPNBF_00078,0
AFJOPNBF_00079,0
AFJOPNBF_00080,0
AFJOPNBF_00081,0
AFJOPNBF_00082,0
AFJOPNBF_00083,0
AFJOPNBF_00084,0
AFJOPNBF_00085,0
AFJOPNBF_00086,0
AFJOPNBF_00087,0
AFJOPNBF_00088,0
AFJOPNBF_00089,0
AFJOPNBF_00090,0
AFJOPNBF_00091,0
AFJOPNBF_00092,0
AFJOPNBF_00093,0
AFJOPNBF_00094,0
AFJOPNBF_00095,0
AFJOPNBF_00096,0.0420434
AFJOPNBF_00097,0
AFJOPNBF_00098,0
AFJOPNBF_00099,0
AFJOPNBF_00100,0
AFJOPNBF_00101,0
AFJOPNBF_00102,0
AFJOPNBF_00103,0
AFJOPNBF_00104,0
AFJOPNBF_00105,0
AFJOPNBF_00106,0
AFJOPNBF_00107,0
AFJOPNBF_00108,0
AFJOPNBF_00109,0
AFJOPNBF_00110,0
AFJOPNBF_00111,0
AFJOPNBF_00112,0
AFJOPNBF_00113,0
AFJOPNBF_00114,0
AFJOPNBF_00115,0
AFJOPNBF_00116,0
AFJOPNBF_00117,0
AFJOPNBF_00118,0.271865
AFJOPNBF_00119,0
AFJOPNBF_00120,0
AFJOPNBF_00121,0
AFJOPNBF_00122,0
AFJOPNBF_00123,0
AFJOPNBF_00124,0
AFJOPNBF_00125,0
AFJOPNBF_00126,0
AFJOPNBF_00127,0
AFJOPNBF_00128,0
AFJOPNBF_00129,0.271865
AFJOPNBF_00130,0
AFJOPNBF_00131,0
AFJOPNBF_00132,0
